iter	Logloss
322	0.4221419858
323	0.4217742045
324	0.4215579783
325	0.4212923397
326	0.4209302445
327	0.4206413708
328	0.4202082623
329	0.4199570665
330	0.4197751543
331	0.4194444338
332	0.4190472503
333	0.4189040229
334	0.4185448193
335	0.4182879187
336	0.4178992053
337	0.417554403
338	0.4171742609
339	0.4170014375
340	0.4166268414
341	0.4163740669
342	0.4161943433
343	0.4159701203
344	0.4156826113
345	0.4152930295
346	0.4150889811
347	0.4148134115
348	0.4147196236
349	0.4145871554
350	0.4144202432
351	0.4140809112
352	0.4136675863
353	0.4132686484
354	0.4130784885
355	0.4127993059
356	0.4124895606
357	0.4122662714
358	0.4121296343
359	0.4120235205
360	0.4116887769
361	0.4115003396
362	0.411085888
363	0.4109901355
364	0.4109208574
365	0.4105007413
366	0.4102337987
367	0.40999078
368	0.4094313478
369	0.4090530122
370	0.4088404373
371	0.4085678683
372	0.4082650072
373	0.4079764086
374	0.4078680886
375	0.4077242528
376	0.4074272124
377	0.4070887182
378	0.4068114947
379	0.4065835585
380	0.4061937546
381	0.4058874158
382	0.4057320118
383	0.4053043168
384	0.4049021489
385	0.4044417917
386	0.4043904669
387	0.4041274028
388	0.4035436915
389	0.4033205381
390	0.4029830014
391	0.4025214488
392	0.4020845489
393	0.4018094632
394	0.4015593514
395	0.4011073705
396	0.4008892393
397	0.4004877968
398	0.4001475711
399	0.4000103071
400	0.3998330747
401	0.3993994158
402	0.3992065014
403	0.3990305728
404	0.3988223078
405	0.3985278257
406	0.3980760254
407	0.3979174782
408	0.3974806201
409	0.3972673147
410	0.3970697494
411	0.3967786294
412	0.3966396984
413	0.396466204
414	0.3962636953
415	0.3960073839
416	0.3959767088
417	0.3956066504
418	0.395352082
419	0.3950893898
420	0.3947637081
421	0.3944604222
422	0.3939437808
423	0.3938799592
424	0.3937531396
425	0.3935812765
426	0.3933468433
427	0.3930407743
428	0.3928527113
429	0.392704885
430	0.3923022759
431	0.3918477581
432	0.3914846349
433	0.3914808744
434	0.3912661447
435	0.391029297
436	0.3906663338
437	0.3903509354
438	0.3901591541
439	0.3899868448
440	0.3898335768
441	0.389481124
442	0.3892951012
443	0.389197267
444	0.3890070323
445	0.3888723522
446	0.3886495659
447	0.3882988412
448	0.3877675521
449	0.3875859085
450	0.3872670732
451	0.3871368325
452	0.3870718562
453	0.3869138956
454	0.3867507056
455	0.3866880957
456	0.3863870894
457	0.3862025102
458	0.3860772054
459	0.3857111724
460	0.3852963091
461	0.3850530476
462	0.3847889089
463	0.3845591764
464	0.3844158904
465	0.3841584931
466	0.3840176217
467	0.3837985886
468	0.3836955075
469	0.3834905595
470	0.3830096564
471	0.3826298374
472	0.3824156212
473	0.382026669
474	0.3818956827
475	0.3816482278
476	0.3814506591
477	0.3810001583
478	0.380650254
479	0.3804984017
480	0.3801901964
481	0.3798018075
482	0.3794897719
483	0.3792799228
484	0.3788598237
485	0.378404543
486	0.3782460219
487	0.378056491
488	0.3776955117
489	0.377448416
490	0.3772629208
491	0.3769071789
492	0.3766719108
493	0.3764825462
494	0.3763855856
495	0.3761541365
496	0.3759588632
497	0.3756158301
498	0.375230872
499	0.375000564
500	0.3749277759
501	0.3747078064
502	0.3745008989
503	0.3743779579
504	0.3740285807
505	0.3739139131
506	0.3737586392
507	0.3735965121
508	0.3734355153
509	0.373095847
510	0.3727159165
511	0.372346408
512	0.3720899981
513	0.3718199927
514	0.3717144529
515	0.371470566
516	0.3713498713
517	0.3711206813
518	0.3707807788
519	0.370594931
520	0.3704475558
521	0.3702842832
522	0.3700642853
523	0.3697392513
524	0.3694842051
525	0.3693093627
526	0.3690540545
527	0.3689482702
528	0.3688155206
529	0.3686091485
530	0.3682142149
531	0.3681062676
532	0.3678471127
533	0.3674620939
534	0.3671884168
535	0.3669074946
536	0.3666135774
537	0.3665050212
538	0.3663542873
539	0.3662181192
540	0.3660107591
541	0.3659214558
542	0.365424279
543	0.3651618365
544	0.3649592446
545	0.3646925792
546	0.3644941273
547	0.3643509698
548	0.3642070182
549	0.363850729
550	0.363774801
551	0.3635485614
552	0.3631793919
553	0.3630579513
554	0.3627401399
555	0.3622958483
556	0.362147803
557	0.3618696503
558	0.3616767639
559	0.3616396303
560	0.3614926615
561	0.36127673
562	0.361069882
563	0.3607268363
564	0.3605754873
565	0.3603813495
566	0.3598553838
567	0.3597346197
568	0.3595822195
569	0.3593069679
570	0.3588907954
571	0.3588022715
572	0.3586039463
573	0.3583815608
574	0.358219717
575	0.3580241279
576	0.3576778623
577	0.3575550561
578	0.3575384495
579	0.3574212807
580	0.3572407616
581	0.3569353037
582	0.3567421213
583	0.356467526
584	0.3561004055
585	0.3558401775
586	0.3557258009
587	0.3554034405
588	0.3551186505
589	0.3549543847
590	0.3545408683
591	0.3543190864
592	0.3540866171
593	0.3539733848
594	0.3537870798
595	0.3534996281
596	0.3532020254
597	0.3530795334
598	0.3528052158
599	0.3525885863
600	0.3524975837
601	0.3520901492
602	0.3518669685
603	0.3514330441
604	0.3511500033
605	0.3509334962
606	0.3505871896
607	0.350317737
608	0.3500610194
609	0.3498395948
610	0.349624788
611	0.3495052851
612	0.3493485135
613	0.349202917
614	0.3488987624
615	0.3488366014
616	0.3486248485
617	0.3484214695
618	0.3483952964
619	0.3482251799
620	0.3479388447
621	0.3478605269
622	0.3477008231
623	0.347630568
624	0.3472618571
625	0.3471230538
626	0.3469767342
627	0.3465618861
628	0.3461232545
629	0.345971402
630	0.3458940689
631	0.3457159872
632	0.3455475377
633	0.3453192876
634	0.3451273784
635	0.3449840252
636	0.3446351477
637	0.3443772499
638	0.3443665924
639	0.3442402699
640	0.3440101142
641	0.3437687299
642	0.343428965
643	0.3432756038
644	0.3431075141
645	0.3429999058
646	0.342738304
647	0.3424503696
648	0.342309163
649	0.3420712807
650	0.3417895996
651	0.3415332651
652	0.341148089
653	0.3410609344
654	0.3408591572
655	0.340743641
656	0.3403073828
657	0.3401857908
658	0.3400409554
659	0.3399171715
660	0.3396737704
661	0.339579732
662	0.3393626495
663	0.3390404416
664	0.3389928569
665	0.3388428572
666	0.3384731906
667	0.3382351865
668	0.3379665652
669	0.3377140811
670	0.3375953385
671	0.3372702718
672	0.3371603554
673	0.3370933848
674	0.3367910798
675	0.3367115412
676	0.3364099725
677	0.3362003368
678	0.335976708
679	0.3357216465
680	0.3354723182
681	0.3353539426
682	0.3352370755
683	0.335059351
684	0.3348478385
685	0.3345994175
686	0.3344166684
687	0.334184312
688	0.3340781077
689	0.3337799923
690	0.333727334
691	0.3334572995
692	0.3330178399
693	0.3324835043
694	0.3323986528
695	0.3321540018
696	0.3318733097
697	0.3317878727
698	0.3316696485
699	0.3312878204
700	0.3309672403
701	0.3309059408
702	0.3307399518
703	0.33059549
704	0.3304614334
705	0.3303954142
706	0.3303364729
707	0.3300908178
708	0.3299381859
709	0.3297777363
710	0.3294624812
711	0.32933532
712	0.3290607693
713	0.3289190918
714	0.3286439671
715	0.3283087223
716	0.3281996777
717	0.328075014
718	0.3278891577
719	0.327514506
720	0.3273343501
721	0.3271876293
722	0.3270767765
723	0.3270676782
724	0.3269072237
725	0.3268015416
726	0.3267245711
727	0.3265344247
728	0.3264403641
729	0.3262761286
730	0.3260642991
731	0.3258447276
732	0.3257509285
733	0.3254157304
734	0.3251707649
735	0.325026621
736	0.324851827
737	0.3247480522
738	0.3245533724
739	0.3242781427
740	0.3240327914
741	0.323921997
742	0.3236017754
743	0.3233254136
744	0.3232044915
745	0.3229404071
746	0.3227282584
747	0.3225951245
748	0.3225059701
749	0.322406101
750	0.3220665807
751	0.3218539737
752	0.3216033094
753	0.3215689902
754	0.321496679
755	0.3213653649
756	0.3211456536
757	0.3209120123
758	0.320473277
759	0.32032548
760	0.3199332778
761	0.3196477078
762	0.319552221
763	0.3194176553
764	0.3191323981
765	0.3190317033
766	0.3188139257
767	0.3185854371
768	0.3184659548
769	0.318377127
770	0.3182491096
771	0.3180424143
772	0.3179557898
773	0.3178578506
774	0.3174835553
775	0.3173950725
776	0.3172065652
777	0.3168943019
778	0.3166400123
779	0.3165471527
780	0.3162037269
781	0.3159623447
782	0.3157603733
783	0.3157191175
784	0.3155655175
785	0.3154267617
786	0.3152846463
787	0.3150797139
788	0.314799648
789	0.3146267578
790	0.3145572759
791	0.3143788597
792	0.3142527228
793	0.3140242411
794	0.3138054038
795	0.3135168906
796	0.3132244253
797	0.3129621713
798	0.3127911723
799	0.3126347139
800	0.3124826173
801	0.3123122421
802	0.3121717033
803	0.311876394
804	0.3118152248
805	0.3115013811
806	0.3114027278
807	0.3112010842
808	0.3111084028
809	0.3109596536
810	0.3107102409
811	0.3106043654
812	0.3105117378
813	0.3104035337
814	0.3101387995
815	0.3099513048
816	0.3098305396
817	0.3096718948
818	0.3095334873
819	0.3092003387
820	0.308998337
821	0.308858783
822	0.3087768096
823	0.3085048835
824	0.3083016539
825	0.3080571511
826	0.3079332877
827	0.3078293959
828	0.3076907048
829	0.3075542953
830	0.307423482
831	0.3071391547
832	0.3070699841
833	0.3070104466
834	0.3067233395
835	0.3065823201
836	0.3064011879
837	0.3062032834
838	0.3060488181
839	0.3059309612
840	0.3056286116
841	0.3054165816
842	0.3053585237
843	0.3052180517
844	0.304919517
845	0.3045917872
846	0.3043217258
847	0.3041577775
848	0.3040475095
849	0.3038575389
850	0.3036235521
851	0.3033244015
852	0.3031661544
853	0.3029339486
854	0.3026969799
855	0.3025675496
856	0.3024670981
857	0.302233519
858	0.3019782327
859	0.3018677935
860	0.3018581945
861	0.3016458065
862	0.3014867573
863	0.3013649573
864	0.3011970033
865	0.3010244379
866	0.3008319203
867	0.3006928791
868	0.3002350287
869	0.300130687
870	0.3000471006
871	0.2999068103
872	0.2997615356
873	0.299710186
874	0.2996331892
875	0.2992943484
876	0.2990974665
877	0.2988992978
878	0.298876987
879	0.2987139601
880	0.2983704733
881	0.2981866749
882	0.2978756108
883	0.2975681662
884	0.2974490879
885	0.2972088965
886	0.2971153018
887	0.2969860806
888	0.2968967098
889	0.2967483222
890	0.296659364
891	0.2964527607
892	0.2963701546
893	0.2962505746
894	0.296002322
895	0.2959206873
896	0.2958298441
897	0.2956329721
898	0.2955306278
899	0.295134225
900	0.2948741099
901	0.2947766731
902	0.2944538167
903	0.2942505326
904	0.2940205685
905	0.2937118495
906	0.2935583859
907	0.2933364751
908	0.2932359097
909	0.2930599264
910	0.2928950744
911	0.2926566084
912	0.2924137881
913	0.2921628814
914	0.2920799649
915	0.2918603806
916	0.2917318875
917	0.2915854805
918	0.2915088748
919	0.2913700722
920	0.2911308501
921	0.2909214993
922	0.2907890793
923	0.2906758245
924	0.2904378625
925	0.2903794442
926	0.2902885225
927	0.2901785258
928	0.2901651979
929	0.2900596908
930	0.2899408027
931	0.2897030272
932	0.2895135275
933	0.2894383557
934	0.2893759467
935	0.2892985839
936	0.2890885083
937	0.2887820309
938	0.2886284653
939	0.2883417004
940	0.288228706
941	0.2880889359
942	0.2880221281
943	0.2879010041
944	0.2876034209
945	0.2874290748
946	0.2872818611
947	0.2871098291
948	0.286954545
949	0.2868072868
950	0.2866106465
951	0.2865568007
952	0.2863527454
953	0.2862045183
954	0.286125871
955	0.2860101447
956	0.2858774524
957	0.2858285258
958	0.2854680483
959	0.2853140513
960	0.2850141409
961	0.2849221877
962	0.2848406552
963	0.2846801179
964	0.2844856385
965	0.2843758459
966	0.2842504473
967	0.2841289085
968	0.2840323071
969	0.2838756543
970	0.2836922167
971	0.2836057856
972	0.2835319843
973	0.2834077407
974	0.2833013388
975	0.28307334
976	0.2829635127
977	0.2826680728
978	0.2825278665
979	0.2823149078
980	0.2821406818
981	0.2820323017
982	0.2818335648
983	0.2817539409
984	0.2814944975
985	0.2813582872
986	0.281201677
987	0.2809891747
988	0.2808639269
989	0.2807887263
990	0.2807284274
991	0.2806111816
992	0.2805229487
993	0.2804922402
994	0.2802775198
995	0.2801011594
996	0.2798328696
997	0.2797659277
998	0.2797011018
999	0.2796076751
